"members","id","ele","slp","svf","aspC","aspS","asp"
14723,81,4195.40311077905,57.2662423965637,0.63,0.0718281366228325,0.700930781899239,84.1490179092436
25077,82,3905.73158671292,50.7873152820752,0.69,0.00919144663830769,0.729050294471296,89.2776860465224
38437,83,2698.56776023103,40.7549081794369,0.83,-0.0982446555273578,-0.792739340203946,262.935321495209
32084,84,3563.88043884802,46.1824269624455,0.75,-0.0331502529345281,0.771403931583117,92.460710366822
26517,85,5402.19832560244,50.2822592567523,0.79,0.166342569249718,-0.757303671152978,282.38834841385
13462,86,1842.41761996732,42.5934237184168,0.63,-0.270001985215133,-0.60718308186964,246.026256654222
28178,87,5303.54425438285,31.6953347004563,0.9,-0.780116863517224,-0.01571109345043,181.153747233199
31114,88,4142.04567075914,38.9825648851694,0.82,0.965990407992032,0.0151113631165877,0.89622702890214
52527,89,4399.38007120148,35.3027824937871,0.87,0.110170402652375,-0.847985487338183,277.402413110694
41276,90,4163.20203023549,11.6949547703819,0.98,-0.117697563890831,-0.767474719340233,261.281222320226
34941,91,3760.53467273404,34.7703605492487,0.87,-0.966902613792958,-0.0235902797806795,181.3976127068
34410,92,2952.69473990119,42.9566323544585,0.78,-0.0599297585061989,-0.786361823107267,265.64183139865
34946,93,4685.10072683569,43.8346160133148,0.83,-0.969381963817741,0.0280429013287737,178.342973185435
30299,94,3765.77580118156,27.6219588921815,0.8,0.165684909415375,-0.729306101018964,282.799299896154
33636,95,3973.10580925199,15.7185578109306,0.88,0.064256795754108,-0.789365617828753,274.653791866536
27740,96,3736.91074260995,12.6498092933198,0.84,0.0487923286836019,-0.633705262635121,274.402819236693
23280,97,2504.8191580756,37.8237793116543,0.86,-0.962030386113725,-0.0254549172108072,181.515668452586
11758,98,3167.45832624596,26.1631884490296,0.66,0.209657671654662,0.552214935424766,69.2098934215368
21285,99,3882.36396523373,14.9737546586069,0.8,0.234851815312371,0.596936300496328,68.5239045860783
26720,100,1414.87780688623,14.1598628031081,0.89,-0.00326408279757995,0.741085264319837,90.2523555223136
25593,101,4589.20443089907,52.483139997009,0.7,0.0636765671137097,0.740279089999842,85.0836917252589
22361,102,1691.32610348374,41.4113631585244,0.75,-0.0139427873426641,0.610850579772229,91.3075606474739
23518,103,1899.20703291096,38.7695431949735,0.82,-0.13268592572628,-0.0240338294434494,190.266852521844
17351,104,1629.53679903176,13.9685333890773,0.84,0.143477166034675,-0.544982543633525,284.749531651443
17349,105,3083.26866101793,17.5171715317491,0.75,0.26964548351348,0.589143435874319,65.4068698111737
57263,106,4460.72893491434,37.504046456163,0.84,-0.0443064534304599,0.811955337023928,93.1233954943179
27241,107,4571.32315260086,24.602922562665,0.81,0.251580458773882,0.695356194327594,70.1098333176895
53020,108,4401.55528102603,23.4002901270102,0.93,-0.133025575634339,0.792366419639784,99.5301669543097
28057,109,4751.28213992943,39.3355733141296,0.84,0.967687018741314,-0.0456678363855493,357.298057825301
32314,110,3610.95491118401,32.4329148393714,0.84,0.874287982927439,0.0804919701895231,5.26014993488058
25682,111,4797.99906549334,31.3077864188832,0.88,0.965988671431871,-0.0529606360043018,356.861882358145
45049,112,3033.5136185043,35.0567525505794,0.87,-0.0712593533393065,-0.809291419789194,264.967996273782
28192,113,3009.32335414302,17.8617641583924,0.83,0.00744609336612487,-0.65501657690682,270.651298551644
22785,114,2530.28198376125,31.6906137490198,0.84,0.917602121393074,0.00544056709959848,0.339709197462882
7865,115,2056.89701207883,50.7910147978851,0.51,-0.389746148252935,-0.518047655024443,233.044521385086
47702,116,4838.61865330594,21.5850336589727,0.94,-0.173094282890925,0.781203912668714,102.493396757914
32115,117,3417.85692044216,30.1018983925482,0.79,0.191917191370921,0.747825585805185,75.606597464311
54553,118,4797.93747364948,35.2917341288737,0.89,-0.102858081128035,-0.829424313760265,262.930760869387
10777,119,2180.52018186879,50.4200201471666,0.59,-0.102917375080954,0.622047081464689,99.3944548400545
9946,120,3382.81479991957,56.3481467230258,0.54,0.0525473176408731,0.604866531389689,85.034938563497
31299,121,4335.90440589156,24.7581142680603,0.91,0.965070328367686,-0.0618795907073363,356.331259527479
39086,122,2767.30251240854,35.6172442396815,0.84,-0.0162837004593242,0.783202955244398,91.1910742992935
39355,123,1847.45440223606,23.4370821041504,0.93,-0.0433032308222667,-0.844189307222616,267.063550018262
62741,124,4000.90346025725,27.3761702009981,0.92,-0.0973978455733379,-0.815865059863369,263.192256933717
44453,125,3700.20275346996,21.7944107452411,0.93,-0.155605730005142,0.72877705809838,102.05259781954
21753,126,2394.04169539834,38.6591241810198,0.76,0.398888698919527,-0.0241232139203191,356.539192451379
31084,127,3340.46084802471,14.2140130712264,0.97,-0.10820457173375,-0.751070478482544,261.801968311914
48981,128,4656.46042342949,11.5147309722285,0.98,-0.130702744939886,-0.803260158627417,260.758093852533
44215,129,4925.02903991858,44.8870025962676,0.81,0.130953564773233,-0.770028751848772,279.651565468168
27154,130,2304.86215658835,15.932126041771,0.97,0.0924323207670066,-0.735475242363417,277.163205549139
25896,131,4873.36677479147,21.296657162187,0.86,0.0857992857770951,0.757823872102931,83.5405935943021
4647,132,4831.20098988595,59.7215104494722,0.57,0.31065777365608,-0.0583923748360191,349.354682873382
31692,133,3717.15537044049,16.9198819237407,0.86,0.111833866375572,0.71232046607155,81.0774330084666
37719,134,2461.43254062939,24.3190423962454,0.92,-0.0463560866120592,0.792121821462488,93.3492099339607
41125,135,2840.01561094225,31.7544007442444,0.88,-0.0768139103751124,0.772891735585255,95.6757077817606
24862,136,4669.12706137881,13.5238043164919,0.89,0.137746258680942,-0.698513364808132,281.15554632685
45519,137,4384.13152749401,44.050068728019,0.8,-0.120796949275963,0.788441466507065,98.7105407671083
27480,138,3731.13930131004,27.7806134666481,0.89,0.962345137355852,0.0751426141208386,4.46475650421239
13239,139,2686.18120703981,47.5342474847616,0.6,-0.140342963312068,-0.577587619636726,256.342866134629
47657,140,4017.1777283505,29.0627392367599,0.9,-0.17815728768111,0.751961682969861,103.328939395906
14322,141,2220.80938416422,24.7763640880741,0.71,0.197808097478161,0.60114710770988,71.786154314063
41669,142,4015.80616285488,31.0731392933042,0.82,0.0921833560736071,0.813688914542424,83.5364817752363
42128,143,4508.83201196354,20.7092798807094,0.95,-0.963808649780425,-0.103167679644985,186.109771249609
25168,144,1254.88878734901,11.3930909184513,0.96,-0.370770503372617,-0.701114434158437,242.128760707736
48617,145,3356.17057819281,34.936766534213,0.84,-0.0338623910036059,0.776053334879174,92.4984651000355
19282,146,2529.04460118245,47.8064966066596,0.67,-0.0996699500541572,-0.610534055024647,260.728228156057
28700,147,2277.39714285714,41.4179611162052,0.78,-0.0550213370035799,0.762765898746624,94.1258262992543
35406,148,5393.08834660792,26.5965306100133,0.93,-0.184893021129536,-0.802672515057275,257.028366699471
49699,149,3411.53675124248,24.2947639662351,0.93,-0.100816153218395,-0.814559141136119,262.944510615416
30041,150,1440.97956126627,17.909827969244,0.91,0.0799980099478591,-0.733989329842668,276.220154901085
38947,151,2176.87354610111,32.3127041722755,0.88,-0.128245737685337,0.801621743137106,99.0893192825852
36827,152,5414.72742824558,34.9162288202828,0.89,-0.269118209994493,0.77228993989382,109.211803013336
24464,153,2471.61367724003,46.5800354128303,0.71,-0.0541252166325743,0.654409620617687,94.7280845751542
54212,154,4926.34610418358,37.6562803068056,0.86,-0.210870609025535,0.798072895161029,104.800715011256
15472,155,1796.64548862461,45.5025957335217,0.68,-0.0237251515604144,0.598251934925349,92.2710149714539
28596,156,3302.84872010071,19.4032049125079,0.94,-0.293351613846624,-0.0926195048051621,197.522398644997
33351,157,4214.54783964499,33.636458785257,0.86,0.965905343535184,-0.0262182039068967,358.445164760899
24612,158,3225.7267593044,48.5072839068742,0.69,0.017712642959703,0.714975719815254,88.5808579032089
36595,159,1716.32127339801,10.3396845182839,0.96,0.0375438758526605,-0.790619082558415,272.71874403357
19715,160,4113.31351762617,22.1209661259426,0.76,0.215236629512653,-0.658212392735575,288.107837307014
27186,161,4697.22574119032,44.8902716692182,0.79,0.756415404846015,-0.0332983712687731,357.479394043317
34377,162,2177.02356226547,35.7874702243654,0.83,-0.0568820834643508,0.770182609282234,94.2239293392176
22240,163,3176.41888489209,38.3131776630805,0.72,0.589197657509478,0.0801060496108443,7.74233964705238
3716,164,3179.97012917115,57.1269450712986,0.4,0.0318807664140862,-0.438583286107483,274.157537102147
34671,165,4854.6483228058,36.7750790172017,0.88,-0.970142529939745,0.0346884396057587,177.952203132172
64635,166,4392.04127794539,31.1110897015956,0.9,-0.0226713782142576,-0.844572293044399,268.462343096035
25663,167,1306.15995791607,8.09854622344891,0.94,-0.0914862024460437,0.699691026067902,97.4492946302026
66043,168,4470.17356873552,26.2921372969342,0.93,-0.0826786215338305,-0.849056970284508,264.438243959771
19974,169,3331.20701912486,51.6605758055901,0.63,0.134317942824104,0.577269474744964,76.9015885816444
24728,170,2625.01928987383,45.2964055987595,0.8,-0.746073769798908,-0.00427430986215943,180.328248017836
30206,171,5306.1749983447,14.0184407317971,0.97,-0.140536936056314,-0.718685195210915,258.935585862886
27103,172,1937.86857543445,17.8407764408345,0.93,0.10123177075335,-0.022409234707087,347.51797028023
49077,173,4915.05489333089,42.5808499259067,0.82,-0.161015973958646,0.796765794064151,101.424860973721
25089,174,1568.23492367173,31.9640294382005,0.86,0.069968262133821,-0.776254063264194,275.150481332328
40157,175,2388.80426824713,25.9610363005493,0.92,-0.00272465563887392,-0.806416699381026,269.80641438252
28201,176,5239.2151342151,48.8948907281373,0.8,-0.558030729013499,0.0298065767578114,176.942516597478
21463,177,5342.17695569119,56.2419621566743,0.73,0.209482626362716,-0.660787172426024,287.589646665073
27139,178,4442.22941154796,14.7219899893431,0.95,0.965252696317702,-0.0154230636646039,359.084590731832
34671,179,4220.26659167604,48.4184784218203,0.75,0.00410833707923627,0.778643431180213,89.6976945008237
33077,180,3713.98083260272,44.4016394926732,0.79,-0.0693318517108951,-0.758834811434687,264.779596526134
17994,181,2540.02939868845,47.2746859035354,0.65,0.0563244429980388,0.612513030849377,84.7460668610837
24298,182,3868.36513293275,50.6368252518107,0.72,0.0718639614043464,-0.0861001087575859,309.850262228154
62855,183,4344.62760321375,20.47934655787,0.95,-0.120177279282032,-0.83206925433687,261.781499127098
46056,184,4648.30640958833,11.1268712337797,0.97,-0.041048372161169,0.796941390123128,92.9485504745897
33631,185,4178.60393684398,12.2169948488507,0.91,0.0769902446096753,0.788119479657025,84.4205620580348
18263,186,4072.57241417073,52.2059829950601,0.66,0.13271435337052,-0.598119604143544,282.510447637543
22655,187,3167.88364599426,14.4851216616901,0.97,-0.0662163093492255,0.681225988686533,95.5518049680722
33853,188,4354.72259474788,36.3072081115131,0.87,-0.863784231472894,0.381403551855597,156.176165014764
27888,189,3710.9872346529,37.1024687877035,0.77,0.721900090711465,0.0205894813748939,1.63370344326586
37315,190,1634.05796596543,28.8891723183175,0.86,0.0274870348129554,0.806059439028905,88.0469417212999
43664,191,3927.39810828142,35.6018395700304,0.86,-0.0895216116824475,0.769652013209868,96.6345118430174
24583,192,1633.23931171948,36.3125142027012,0.8,0.0243238920985907,0.774333102619834,88.2007766105643
19784,193,4553.17256368783,52.5993732834326,0.71,0.066446645143785,-0.70724709557758,275.367246827812
42392,194,2935.540762408,29.5137869565518,0.91,-0.0470456582271443,-0.779798136332835,266.547498258431
17943,195,2817.36738560999,26.399837494656,0.71,0.0663121123843551,-0.693304522459462,275.46351750626
12318,196,3319.80686799805,28.867853826453,0.63,0.103577168484651,-0.626992370684877,279.380364844244
13657,197,3660.01010470821,53.16416520377,0.6,0.059696589755918,-0.581130632874539,275.86513089644
31630,198,5116.26667720519,21.3771767026676,0.95,-0.584941744536805,-0.0130967233329061,181.282626221821
33687,199,4795.29578175557,49.3964047618743,0.77,0.0735191570805078,-0.758995129950901,275.532626888641
46672,200,4499.08236201577,41.1743317782628,0.84,-0.0174932233229977,-0.78102347706128,268.716913968671
